"","company","rating","salary","city","state","companysize","industy","statistics","machine learning","r","python","computer science","mathematics","engineering","data mining","economics","java","sas","physics","operations research","spark","clustering","hadoop","matlab","hive","expression","sql","algorithms","finance","scala","applied mathematics","time series","development","math","econometrics","c++","data science","regression","bayesian methods"
"626","Skillz Inc.",3.7,"$110k-$154k","San Francisco","CA","51-200","Computer Hardware & Software",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"627","KPMG",3.9,"$82k-$124k","Boston","MA","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0
"628","Lyft",3.8,"$129k-$179k","San Francisco","CA","1001-5000","Transportation Management",1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"629","Tesco",3.5,"$60k-$96k","Shire","TX","10000+","Grocery Stores & Supermarkets",1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
"630",NA,3.1,NA,"Orlando","FL","1-50","Consulting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","The Morning Consult, LLC",4.1,"$75k-$122k","Washington","DC","1-50","Research & Development",1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"632","Microsoft",4,"$116k-$158k","Redmond","WA","10000+","Computer Hardware & Software",1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0
"633",NA,5,"$86k-$135k","Los Angeles","CA","1-50","Internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","eBay",3.7,"$121k-$167k","Brisbane","CA","10000+",NA,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"635","Spectrum Communications and Consulting",4.8,"$85k-$134k","Chicago","IL","1-50","Advertising & Marketing",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
"636","Analysis Group",3.8,"$109k-$160k","Boston","MA","201-500","Consulting",1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"637","Avant",3.1,"$73k-$107k","Chicago","IL","501-1000","Lending",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
"638","Mercari",3.7,"$81k-$116k","San Francisco","CA","51-200","Other Retail Stores",1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"639","Oscar",4,"$89k-$142k","New York","NY","51-200","Staffing & Outsourcing",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"640","Liftoff",4.8,"$94k-$136k","Palo Alto","CA","51-200","Advertising & Marketing",1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"641","justenough",3.8,"$86k-$122k","Irvine","CA","51-200","Computer Hardware & Software",1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
"642","Sartorius",3.2,"$77k-$117k",NA,NA,"5001-10000","Biotech & Pharmaceuticals",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"643","Johns Hopkins University Applied Physics Laboratory",4.3,"$81k-$121k","Laurel","MD","5001-10000","Aerospace & Defense",1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"644","Vizient",3.3,"$102k-$153k","Chicago","IL","1001-5000","Health Care Services & Hospitals",1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"645","Stash",5,"$83k-$133k","New York","NY","51-200","Investment Banking & Asset Management",1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"646","Sun Life Financial",3.6,"$64k-$101k","Waterloo","SC","10000+","Insurance Carriers",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0
"647","Perfecta",5,"$80k-$127k","Springfield","VA","1-50","Aerospace & Defense",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"648",NA,NA,"$91k-$138k","Aberdeen","MD","51-200",NA,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"649","Rocket Wagon",4.4,"$66k-$106k","Chicago","IL","1-50","Consulting",1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"650","LexisNexis Legal & Professional",3.3,"$81k-$115k","Raleigh","NC","201-500","Consulting",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"651","Johns Hopkins University Applied Physics Laboratory",4.3,"$81k-$121k","Laurel","MD","5001-10000","Aerospace & Defense",1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"652","DuPont™ Danisco®",3.2,"$73k-$110k","Johnston","RI","1001-5000",NA,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"653","St. Jude Children's Research Hospital",4.7,"$65k-$98k","Memphis","TN","1001-5000",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"654","Real Capital Analytics",4.2,"$74k-$119k","Cambridge","MA","51-200","Real Estate",1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"655","Cognizant Technology Solutions",3.5,"$62k-$91k","Plano","TX","10000+",NA,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"656","Kayak.com",4.2,"$101k-$145k","Cambridge","MA","501-1000","Travel Agencies",1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"657","University of Utah",4.1,"$47k-$74k","Salt Lake City","UT","10000+","Colleges & Universities",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"658","Intel",3.7,"$70k-$104k","Hillsboro","OR","10000+","Computer Hardware & Software",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
"659","American Savings Bank",3.4,"$69k-$107k","Honolulu","HI","1001-5000","Banks & Credit Unions",1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
"660","Schlumberger Ltd.",3.5,"$93k-$144k","Houston","TX","10000+","Oil & Gas Services",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"661","GoGuardian",3.7,"$80k-$118k","El Segundo","CA","51-200","K-12 Education",0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"662","Webrecruit",4.1,"$60k-$97k","Brentwood","TN","1-50","Staffing & Outsourcing",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
"663","JBCConnect",4.9,"$74k-$117k","New York","NY","1-50","Staffing & Outsourcing",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"664","Amazon.com",3.6,"$112k-$162k","New York","NY","10000+",NA,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"665","Global Software Resources",3.2,"$129k-$190k","San Francisco","CA","1-50","IT Services",1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
"666","CartoDB",4.8,"$78k-$116k","Brooklyn","NY","51-200","Computer Hardware & Software",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
"667","Intel",3.7,"$70k-$104k","Hillsboro","OR","10000+","Computer Hardware & Software",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0
"668","M.Gemi",2.1,"$83k-$133k","New York","NY","1-50",NA,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"669","Altamira Technologies",4.1,"$99k-$147k","Alexandria","VA","201-500","IT Services",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
"670","DataRobot",4,"$76k-$112k","Boston","MA","51-200","IT Services",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"671","BuzzFeed",3.5,"$99k-$147k","Los Angeles","CA","1001-5000","Publishing",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"672","HealthJoy",5,"$80k-$123k","Chicago","IL","51-200","Health Care Services & Hospitals",1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"673","Humana",3.4,"$59k-$90k","Louisville","KY","10000+","Insurance Carriers",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"674","OnDeck",2.8,"$105k-$150k","New York","NY","201-500","Lending",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
"675","Fooda",4.2,"$69k-$106k","Chicago","IL","1-50","IT Services",1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"676","Amazon Web Services, Inc.",3.6,"$133k-$189k","Palo Alto","CA","10000+",NA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"677","Monsanto Company",3.9,"$98k-$148k","Woodland","CA","10000+","Food Production",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"678","JiWire Inc.",3.7,"$78k-$118k","Mountain View","CA","51-200","Computer Hardware & Software",1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
"679","True Religion Apparel",3.4,"$96k-$140k","Manhattan Beach","CA","1001-5000","Consumer Products Manufacturing",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"680","AgilOne",4,"$100k-$145k","San Francisco","CA","51-200","Enterprise Software & Network Solutions",0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"681",NA,NA,"$89k-$129k","San Francisco","CA","51-200","Lending",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"682","Purdue University",4.3,"$50k-$83k","West Lafayette","IN","10000+","Colleges & Universities",1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"683","Berkadia",3.6,"$67k-$103k","Ambler","PA","1001-5000","Real Estate",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"684","Evans & Chambers Technology",5,"$82k-$126k","Washington","DC","51-200",NA,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"685","Booz Allen Hamilton Inc.",3.7,"$85k-$129k","Washington","DC","10000+","Consulting",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"686","Freddie Mac",3.4,"$114k-$164k","McLean","VA","5001-10000","Investment Banking & Asset Management",1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
"687","General Dynamics Ordnance and Tactical Systems",3.1,"$82k-$122k","Springfield","VA","1001-5000","Aerospace & Defense",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"688","Brand Networks",3.3,"$78k-$119k","Rochester","NY","201-500","Advertising & Marketing",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"689","Grainger",3.3,"$92k-$138k","Chicago","IL","10000+","Wholesale",0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0
"690","IBM",3.5,"$81k-$117k","Los Angeles","CA","10000+",NA,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"691","CartoDB",4.8,"$78k-$116k","Brooklyn","NY","51-200","Computer Hardware & Software",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
"692","NASA's Jet Propulsion Laboratory",4.2,"$86k-$126k","Pasadena","CA","5001-10000","Federal Agencies",0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"693","HelloFresh",3.4,"$62k-$95k","New York","NY","1001-5000","Health, Beauty, & Fitness",1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0
"694","Purdue University",4.3,"$50k-$83k","West Lafayette","IN","10000+","Colleges & Universities",1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"695","BuzzFeed",3.5,"$99k-$147k","Los Angeles","CA","1001-5000","Publishing",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"696","Rose International",3.5,NA,"Plano","TX","5001-10000","Staffing & Outsourcing",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"697","General Assembly",3.8,"$102k-$147k","Portland","OR","501-1000","Education Training Services",1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
"698","Torch",2.7,"$60k-$97k","Saint Louis","MO","1-50","Advertising & Marketing",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
"699",NA,4.2,"$69k-$106k","Chicago","IL","1-50","IT Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","7Park Data",3.4,"$76k-$122k","New York","NY","1-50","Research & Development",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"701","NCQA",3.6,"$72k-$111k","Washington","DC","201-500","Health Care Services & Hospitals",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"702","Envision",4,"$54k-$83k","Saint Louis","MO","201-500","Health Fundraising Organizations",1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
"703","AVL",3.9,"$82k-$124k","Plymouth","MN","5001-10000","Transportation Equipment Manufacturing",1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"704","Capco",3.7,"$101k-$152k","New York","NY","1001-5000","Consulting",1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"705","Microsoft",4,"$116k-$158k","Redmond","WA","10000+","Computer Hardware & Software",1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
"706","comScore, Inc",3.1,"$83k-$119k","Portland","OR","1001-5000","Advertising & Marketing",1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"707","Sony PlayStation",3.4,"$106k-$148k","San Francisco","CA","5001-10000","Video Games",0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"708","Uber",4.2,"$113k-$158k","San Francisco","CA","10000+","Computer Hardware & Software",1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"709","Hansell Tierney",4.7,NA,"Seattle","WA","1-50","Staffing & Outsourcing",1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
"710","comScore",3.1,"$83k-$119k","Portland","OR","1001-5000","Advertising & Marketing",1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"711","Berg Health",2.3,"$88k-$138k","Framingham","MA","51-200","Biotech & Pharmaceuticals",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"712","Payette Group",4.6,"$94k-$136k","Palo Alto","CA","1-50","Advertising & Marketing",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"713","Robert Bosch",3.8,"$107k-$157k","Palo Alto","CA","10000+","Computer Hardware & Software",1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"714","Zoomi Inc.",4.7,"$76k-$115k","San Francisco","CA","1-50",NA,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0
"715","CATCH Intelligence",4,"$73k-$114k","Topeka","KS","-1-0",NA,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"716","Halfaker and Associates",4.4,"$84k-$127k","Arlington","VA","201-500","IT Services",1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"717","WideOrbit",3.4,"$115k-$162k","Bellevue","WA","501-1000","Computer Hardware & Software",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"718","Noblis",3.9,"$66k-$100k","Washington","DC","1001-5000","Consulting",1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"719","eBay Inc.",3.7,"$121k-$167k","San Francisco","CA","10000+",NA,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"720","Concordis",4.8,"$85k-$125k","Seattle","WA","1-50","Consulting",1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"721","Prime Team Partners",4.7,NA,"Bellevue","WA","1-50","Staffing & Outsourcing",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
"722","Nissan",3.3,"$101k-$148k","San Jose","CA","10000+","Transportation Equipment Manufacturing",1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
"723","Uber",4.2,"$113k-$158k","San Francisco","CA","10000+","Computer Hardware & Software",1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"724","Dia&Co",3.4,"$83k-$133k","New York","NY","51-200","Other Retail Stores",1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
"725","ExtraHop Networks, Inc.",3.8,"$77k-$109k","Seattle","WA","201-500","Computer Hardware & Software",0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"726",NA,NA,"$89k-$129k","San Francisco","CA","51-200","Lending",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"727","John Deere",3.9,"$80k-$123k","Moline","IL","10000+","Industrial Manufacturing",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"728","DataRobot",4,"$76k-$112k","Boston","MA","51-200","IT Services",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"729","BuzzFeed",3.5,"$99k-$147k","Los Angeles","CA","1001-5000","Publishing",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"730","GSN (Game Show Network)",3.2,"$114k-$158k","San Francisco","CA","201-500","TV Broadcast & Cable Networks",1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"731","Sartorius",3.2,"$77k-$117k",NA,NA,"5001-10000","Biotech & Pharmaceuticals",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"732",NA,5,"$67k-$115k","Columbia","SC","1-50","Staffing & Outsourcing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Monsanto Company",3.9,"$98k-$148k","Woodland","CA","10000+","Food Production",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"734","Aquent",4.2,NA,"Framingham","MA","5001-10000","Advertising & Marketing",1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
"735","MacAulay-Brown, Inc.",3.4,"$86k-$129k","Linthicum Heights","MD","1001-5000","Wholesale",1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
"736","Analysis Group",3.8,"$109k-$160k","Boston","MA","201-500","Consulting",1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"737","Intel",3.7,"$108k-$155k","Santa Clara","CA","10000+","Computer Hardware & Software",0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
"738",NA,NA,"$77k-$123k","Fort Worth","TX","1-50",NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"739","Varian Medical Systems",3.7,"$94k-$139k","Atlanta","GA","5001-10000","Health Care Products Manufacturing",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"740","Palo Alto Research Center",3.6,"$115k-$167k","Palo Alto","CA","201-500","Research & Development",1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"741","NetScout",3.4,"$92k-$131k","Baltimore","MD","1001-5000","IT Services",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"742","OnDeck",2.8,"$105k-$150k","New York","NY","201-500","Lending",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
"743","Booz Allen Hamilton",3.7,"$85k-$129k","Washington","DC","10000+","Consulting",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"744","Booz Allen Hamilton",3.7,"$85k-$129k","McLean","VA","10000+","Consulting",1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
"745","Avanade",3.6,"$108k-$157k","Boston","MA","10000+","IT Services",1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
"746","Booz Allen Hamilton Inc.",3.7,"$85k-$129k","Washington","DC","10000+","Consulting",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"747",NA,4.1,NA,"Denver","CO","201-500","IT Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Walmart eCommerce",3.2,"$112k-$154k","San Bruno","CA","1001-5000","Internet",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"749","Consulting Services Group",5,"$68k-$110k",NA,NA,"1-50","Federal Agencies",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"750","Babylist",4.2,"$61k-$80k","Oakland","CA","1-50","Other Retail Stores",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"751","Johns Hopkins University Applied Physics Laboratory",4.3,"$81k-$121k","Laurel","MD","5001-10000","Aerospace & Defense",1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
